,ISBN,Book_Title,Description
249243,0801853958,Greek Mythology,"Allegorists in ancient Greece attempted to find philosophical and physical truths in myth. Plato, who resolutely excluded myths from the sphere of truth, thought that they could express ideas in a realm he could not reach with dialectical reasoning. Freud built a science around the myth of Oedipus, saying that myths were ""distorted wish dreams of entire nations, the dreams of early mankind."" No body of myth has served more purposes - or been subject to more analysis - than Greek mythology. This is a revised translation of Fritz Graf's highly acclaimed introduction to Greek mythology, Griechische Mythologie: Eine Einfuhrung, originally published in 1985 by Artemis Verlag. Graf offers a chronological account of the principal Greek myths that appear in the surviving literary and artistic sources, and concurrently documents the history of interpretation of Greek mythology from the seventeenth century to the present. First surveying the various definitions of myth that have been advanced, Graf proceeds to look at the relationship between Greek myths and epic poetry; the absence of an ""origin of man"" myth in Creek mythology; and connection between particular myths and shrines or holy festivals; the harmony in Greek literature between myth and history; the use of myth in Greek song and tragedy; and the uses and interpretations of myth by philosophers and allegorists."
249244,0865425426,Principles of Human Evolution: A Core Textbook,"This long awaited core textbook in the study of evolution takes a similar approach to the subject as does Roger Lewin's classic text, Human Evolution, but goes a step further. The many important discoveries and new evidence that have emerged since the last edition of Human Evolution make this new text a timely and necessary addition to any introductory evolution course. Coverage of the three new species of early human discovered in recent years. Discussion of the new fossil and genetic evidence on the origin of modern humans. An entire chapter on the Neanderthals. A full treatment of modern evolutionary theory. Extensive coverage of recent advances in molecular and morphological systematics."
249245,0070004544,Communicating at Work,"This text is designed primarily for courses focusing on oral communication - business presentations, group communication, and interviewing - rather than on written communication. The fourth edition contains new material on mediated communication and cultural diversity in the workplace. Greater emphasis is placed upon the ethics of interviewing and new sections on Listening to Criticism and giving feedback are included."
249246,0070116199,Working it Out,"Working It Out, Second Edition, is an easy-to-use guide that helps people write better by helping them discover writing procedures that work well. It is a handy compendium of strategies that covers that full range of the writing process: discovering ideas to write about, assessing the audience, establishing a purpose for writing, and refining the draft into a polished piece. In its new edition, Working It Out builds on the success of the first edition by adding over two dozen new strategies, new material on common myths about writing, information on what to do if your draft is too long, and an expanded discussion of punctuation."
249248,0130481106,Parents as Partners in Education,"""This text uniquely provides comprehensive coverage of the history of parenting and parent/school collaboration, current issues and immigration trends affecting American schools and communities, diverse family structures, and many techniques that teaching professionals can use to engage family members of all children more completely as partners in education. Chapters on working with families of children with special needs and on child abuse are remarkable aspects of this text.""--BOOK JACKET."
249250,0393059421,Losing America,"The Senator argues that now is the time to regain the Constitution, to return to the values and processes that made America great, and to speak the truth to an increasingly aggressive and imperial White House."
249251,0763802506,Microsoft Word 2000,"Rutkowsky (Pierce College) presents specific leaning goals, overviews of new concepts and features, step-by-step exercises, chapter summaries, commands reviews, short-answer knowledge self-checks, and hands-on skill assessments. Topics include preparing, managing, formatting, and enhancing documents; customizing for visual appeal; and organizing text. Attractively formatted. The included CD- ROM contains files for use with the text. Plastic spiral binding. Annotation copyrighted by Book News, Inc., Portland, OR"
249252,0766800318,Developmentally Appropriate Practice,"Written for educators, administrators, child caregivers, and parents, Developmentally Appropriate Practice provides the help essential for nurturing the development of children from birth to age eight. Practical examples show how to implement developmentally appropriate practices for real-life situations. From theory to practice, featuring: specific references from NAEYC's revised position on developmentally appropriate practice; a new chapter on defining play as the basis for developmentally appropriate practice; a new chapter on exploring the difference between teacher-directed methods of planning curriculum and the more appropriate curriculum that emerges; an emphasis on real-life situations that supports practical applications; dialogues and examples that encourage easy reading and enhance interest; and consideration of the whole child."
249254,0439275989,The Hungry Thing,I want some shmancakes . . . and tickles . . . and feetloaf . . . and gollipops. Can you guess what this Hungry Thing really wants to eat?
249256,0962580600,The Power of Positive Doing,"Building on the foundations of positive thinking and talking, this text offers individuals, especially those in the business environment, a set of workable strategies for accomplishing whatever they want to do in all areas of life."
249257,155773710X,Shadows in the Mist,"Staying at Ebonledge to help her late friend Anna's distraught widower recover from his wife's death, Angelique Quennell senses a haunting presence and swears to solve the mystery of Anna's death. Original."
249258,2253098302,Poèmes saturniens,"Des Poèmes saturniens, entendons qu'ils sont placés sous le signe de Saturne. Ils seront donc inspirés : il n'était pas inutile de l'affirmer alors que régnaient encore des versificateurs parnassiens. Ils seront aussi baignés d'une rêverie douce et savante, tandis que le poète tournera son regard vers l'intérieur. Point ou peu de récits ou d'anecdotes. Ici l'on se souvient, l'espace d'un sonnet - et non d'un interminable poème-, sur un air de chanson grise. Et il n'est pas jusqu'à celle que l'on aime qui ne prenne une forme incertaine. Tout semble simple. Tout est savant, mais d'une technique si maîtrisée qu'elle a cessé d'être visible, au point que beaucoup s'y sont trompés. Verlaine est un poète à la fois immédiat et difficile. Il exige donc une annotation riche et précise (combien de parodies qui avaient échappé jusqu'à cette édition à l'attention des lecteurs ?), une attention à la langue et à la prosodie, alors, mais alors seulement, comme l'avait dit à peu près Ovide : "" Maintenant, va mon livre, où le hasard te mène ! """
249259,2070715116,Les Naufragés et les rescapés,""" C'est arrivé et tout cela peut arriver de nouveau : c'est le noyau de ce que nous avons à dire. "" Primo Levi (1919 - 1987) n'examine pas son expérience des camps nazis comme un accident de l'Histoire, mais comme un événement exemplaire qui permet de comprendre jusqu'où peut aller l'homme dans le rôle du bourreau ou dans celui de la victime. Quelles sont les structures d'un système autoritaire et quelles sont les techniques pour anéantir la personnalité d'un individu ? Quel rapport sera créé entre les oppresseurs et les opprimés ? Comment se crée et se construit un monstre ? Est-il possible de comprendre de l'intérieur la logique de la machine de l'extermination ? Est-il possible de se révolter contre elle ? Primo Levi ne se borne pas à décrire les aspects des camps qui restaient obscurs jusqu'à aujourd'hui, mais dresse un bilan pour lutter contre l'accoutumance à la dégradation de l'humain."
249267,2894295065,Snow White,The story of the little princess who wandered into the home of the seven dwarfs and of her encounters with her wicked step-mother.
