,ISBN,Book_Title,Description,sentiment_score_neg,sentiment_score_neu,sentiment_score_pos,sentiment_score_compound,sentiment_type
393,0140286276,The Deep End of the Ocean,"""Masterful...A big story about human connection and emotional survival"" - Los Angeles Times The first book ever chosen by Oprah's Book Club Few first novels receive the kind of attention and acclaim showered on this powerful story—a nationwide bestseller, a critical success, and the first title chosen for Oprah's Book Club. Both highly suspenseful and deeply moving, The Deep End of the Ocean imagines every mother's worst nightmare—the disappearance of a child—as it explores a family's struggle to endure, even against extraordinary odds. Filled with compassion, humor, and brilliant observations about the texture of real life, here is a story of rare power, one that will touch readers' hearts and make them celebrate the emotions that make us all one.",0.065,0.779,0.157,0.9091,1
394,0373484100,Night Tales,"Four chilling novels of romantic suspense come together in an omnibus edition featuring Night Shift, Night Shadow, Nightshade, and Night Smoke, in which passions ignite between Natalie Fletcher and arson investigator Ryan Piasecki. Reprint.",0.029,0.816,0.155,0.7003,1
395,0449907481,A Thousand Acres,"On a prospering Iowa farm in the 1970s, wealthy farmer Lawrence Cook announces his intentions to divide the farm among his daughters, setting off a family crisis reminiscent of Shakespeare's ""King Lear""",0.118,0.809,0.072,-0.3818,1
396,0553107305,Chopping Spree,"Asked to cater an event for the over-privileged ""elite shoppers"" of Westside Mall, Colorado chef Goldy B. Schulz finds herself embroiled in an investigation involving a psychopathic serial killer, in a whodunit accompanied by ten original recipes. 125,000 first printing.",0.101,0.845,0.054,-0.4588,1
397,080213825X,Four Blondes,"Four very different women endure romantic intrigues, betrayals, liaisons, and victories as they seek love amid the playgrounds of the rich and powerful.",0.0,0.542,0.458,0.9349,1
398,0515127833,River's End,"#1 New York Times bestselling author Nora Roberts presents a seductively suspenseful tale of one woman’s shattered innocence, the terrifying search for truth and a heart’s journey toward healing… Olivia’s parents were among Hollywood’s golden couples—until the night a monster came and took her mother away forever. A monster with the face of her father... Sheltered from the truth, an older Olivia only dimly recalls her night of terror—but her recurring nightmares make her realize she must piece together the real story. Now, assisted by Noah Brady, the son of the police detective who found her cowering in her closet so many years before, she may have her chance. Noah wants to reconstruct the night that has become an infamous part of Hollywood history. He also wants to help Olivia and heal the longing in her lonely heart. But once the door to her past is opened, there’s no telling what’s waiting on the other side. For somewhere, not too far away, the monster walks again...",0.059,0.892,0.05,-0.3716,1
399,0345441133,Summer Island,"NEW YORK TIMES BESTSELLER • The author of the cherished bestseller On Mystic Lake returns with a poignant, funny, luminous novel about a mother and daughter--the complex ties that bind them, the past that separates them, and the healing that comes with forgiveness. “[Kristin] Hannah is superb at delving into the characters' psyches and delineating nuances of feeling.”—Washington Post Book World Years ago, Nora Bridge walked out on her marriage and left her daughters behind. She has since become a famous radio talk-show host and newspaper columnist beloved for her moral advice. Her youngest daughter, Ruby, is a struggling comedienne who uses her famous mother as fuel for her bitter, cynical humor. When the tabloids unearth a scandalous secret from Nora's past, their estrangement suddenly becomes dramatic: Nora is injured in an accident and a glossy magazine offers Ruby a fortune to write a tell-all about her mother. Under false pretenses, Ruby returns home to take care of the woman she hasn't spoken to for almost a decade. Nora insists they retreat to Summer Island in the San Juans, to the lovely old house on the water where Ruby grew up, a place filled with childhood memories of love and joy and belonging. There Ruby is also reunited with her first love and his brother. Once, the three of them had been best friends, inseparable. Until the summer that Nora had left and everyone's hearts had been broken. . . . What began as an expose evolves, as Ruby writes, into an exploration of her family's past. Nora is not the woman Ruby has hated all these years. Witty, wise, and vulnerable, she is desperate to reconcile with her daughter. As the magazine deadline draws near and Ruby finishes what has begun to seem to her an act of brutal betrayal, she is forced to grow up and at last to look at her mother--and herself--through the eyes of a woman. And she must, finally, allow herself to love. Summer Island is a beautiful novel, funny, tender, sad, and ultimately triumphant.",0.11,0.708,0.182,0.9819,1
400,0515134279,The Straw Men,"One person wades though a seemingly unconnected series of events--a methodical mass killing in Pennsylvania, a missing girl in California, and the possible death of a couple in Montana--on the way to a confrontation with the Straw Men.",0.295,0.668,0.037,-0.9042,1
401,0385490992,The Street Lawyer,"After a violent encouanter with a homeless man, talented corporate lawyer Michael finds himself out on the streets, lucky to be alive, and holding a top-secret file belonging to his former employer",0.104,0.665,0.231,0.5859,1
402,0385424728,The Chamber,"#1 NEW YORK TIMES BEST SELLER • ""A dark and thoughtful tale... Grisham is at his best."" —People In the corridors of Chicago's top law firm: Twenty -six-year-old Adam Hall stands on the brink of a brilliant legal career. Now he is risking it all for a death-row killer and an impossible case. Maximum Security Unit, Mississippi State Prison: Sam Cayhall is a former Klansman and unrepentant racist now facing the death penalty for a fatal bombing in 1967. He has run out of chances -- except for one: the young, liberal Chicago lawyer who just happens to be his grandson. While the executioners prepare the gas chamber, while the protesters gather and the TV cameras wait, Adam has only days, hours, minutes to save his client. For between the two men is a chasm of shame, family lies, and secrets -- including the one secret that could save Sam Cayhall's life... or cost Adam his.",0.17,0.696,0.134,-0.8346,1
403,0312980388,Warlock,"After the death of his beloved Queen Lostris, Taita heads to the harsh deserts of North Africa to devote himself to a study of the occult, to become a warlock, and to fulfill his destiny to protect the dynasty of Lostris from the evil that threatens ancient Egypt. Reprint.",0.216,0.609,0.175,-0.5574,1
404,0385472951,The Partner,"The best-selling author of The Runaway Jury, The Pelican Brief, and A Time to Kill explores the dark and dangerous depths of America's legal system in a new thriller. 2,500,000 first printing.",0.213,0.708,0.079,-0.7845,1
405,0451195663,Primal Scream,"Inspector Robert DeClercq and his Special X Team pursue the Headhunter, a psychopath who leaves a trial of headless bodies in his wake, while trying to save young Katt from the crazy kidnapper and killer. Original.",0.156,0.653,0.191,0.128,1
406,0425182878,Chosen Prey,"Hoping to use a supposedly straightforward case of murder to clear his mind, Deputy Chief Lucas Davenport finds himself matching wits with an ever-escalating serial killer, art history professor, congenial pervert, and sexual predator James Qatar.",0.258,0.629,0.113,-0.836,1
407,055356451X,Night Sins,"A peaceful Minnesota town, where crime is something that just doesn’t happen, is about to face its worst nightmare. A young boy disappears. There are no witnesses, no clues—only a note, cleverly taunting, casually cruel. Has a cold-blooded kidnapper struck? Or is this the reawakening of a long-quiet serial killer? A tough-minded investigator on her first, make-or-break case . . . A local cop who fears that big-city evils have come to stalk his small-town home . . . Together they are hunting for a madman who knows no bounds, to protect a town that may never feel safe again.",0.311,0.596,0.093,-0.9755,1
